std_smiles,pchembl_median,n_measurements,any_units,any_mol_id,log_ic50_m,log_ic50_nM,target_chembl_id,target_name,leak_exact,leak_tani,leak_any
O=C(NCCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1)P(=O)(O)O,6.24,1,nM,CHEMBL2170078,-6.24,2.76,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(NCCN1CCCC1)P(=O)(O)O,5.01,1,nM,CHEMBL1801472,-5.01,3.99,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(NCCN1CCCCC1)P(=O)(O)O,5.07,1,nM,CHEMBL1801471,-5.07,3.9299999999999997,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(NCCNC(=O)P(=O)(O)O)c1ccc(Oc2ccccc2)cc1,6.21,1,nM,CHEMBL2172745,-6.21,2.79,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(NCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1)P(=O)(O)O,6.09,1,nM,CHEMBL2170077,-6.09,2.91,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(NCCc1ccccc1)P(=O)(O)O,5.1,1,nM,CHEMBL24447,-5.1,3.9000000000000004,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(NNC(=S)Nc1ccc(Cl)c(Cl)c1)c1ccccc1O,7.54,1,nM,CHEMBL4476621,-7.54,1.46,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(NO)C(F)(F)F,5.42,2,nM,CHEMBL331715,-5.42,3.58,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(Nc1ccc(OS(=O)(=O)c2ccccc2)cc1)C12CC3CC(CC(C3)C1)C2,6.06,1,nM,CHEMBL5404116,-6.06,2.9400000000000004,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(O)c1c(O)cc([N+](=O)[O-])cc1[N+](=O)[O-],5.55,1,nM,CHEMBL447810,-5.55,3.45,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,5.57,1,nM,CHEMBL898,-5.57,3.4299999999999997,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,5.35,1,nM,CHEMBL421,-5.35,3.6500000000000004,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(O)c1cc(Cl)ccc1O,6.14,1,nM,CHEMBL1375,-6.14,2.8600000000000003,CHEMBL205,carbonic_anhydrase_II,True,True,True
O=C1/C(=C\c2ccc(O)c(O)c2)S/C(=N/c2ccccc2)N1Cc1ccncc1,4.57,1,nM,CHEMBL4172916,-4.57,4.43,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C1/C(=C\c2ccc([N+](=O)[O-])cc2)S/C(=N/c2ccccc2)N1Cc1ccncc1,4.84,1,nM,CHEMBL4177384,-4.84,4.16,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=P(O)(O)C(NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)P(=O)(O)O,5.58,1,nM,CHEMBL3291011,-5.58,3.42,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=P(O)(O)C(NS(=O)(=O)c1ccc(-c2ccccc2)cc1)P(=O)(O)O,5.85,1,nM,CHEMBL3291009,-5.85,3.1500000000000004,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=P(O)(O)C(NS(=O)(=O)c1ccc(-c2cccs2)cc1)P(=O)(O)O,6.3,1,nM,CHEMBL3291010,-6.3,2.7,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=P(O)(O)C(NS(=O)(=O)c1ccc(Cl)cc1)P(=O)(O)O,5.21,1,nM,CHEMBL3291001,-5.21,3.79,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=P(O)(O)C(Nc1ccc(O)cc1)P(=O)(O)O,5.09,1,nM,CHEMBL2440438,-5.09,3.91,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=P(O)(O)C(Nc1ccc(Oc2ccc(Br)cc2)cc1)P(=O)(O)O,5.13,1,nM,CHEMBL2440432,-5.13,3.87,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=P(O)(O)C(Nc1ccc(Oc2ccc(Cl)cc2)cc1)P(=O)(O)O,5.03,1,nM,CHEMBL2440431,-5.03,3.9699999999999998,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=P(O)(O)C(Nc1cccc(-c2ccccc2)c1)P(=O)(O)O,5.03,1,nM,CHEMBL55371,-5.03,3.9699999999999998,CHEMBL205,carbonic_anhydrase_II,False,False,False
